ship,cruise,station,cast,longitude,latitude,year,month,day,timehr,timemin,depth,sala,phnbs,phtotal,domm(uM),doml(ml//),ntra(uM),phos(uM),slca(uM),ntri(uM),amon,chla,poc,pon,doc,dic,NTA(mol/kg)
OR1,932,28,1,124.2832,30.0695,2010,7,12,0,20,57,,,7.946,,,,,,,,,,,,2035,2263
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,3,,,8.283,,,,,,,,,,,,1779,2142
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,10,,,8.268,,,,,,,,,,,,1803,2153
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,26,,,7.93,,,,,,,,,,,,2043,2261
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,51,,,7.891,,,,,,,,,,,,2069,2261
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,60,,,7.82,,,,,,,,,,,,2073,2266
OR1,932,27,1,125.2847,29.7067,2010,7,12,8,11,76,,,7.752,,,,,,,,,,,,2067,2266
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,2,,,8.251,,,,,,,,,,,,1834,2179
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,10,,,8.17,,,,,,,,,,,,1909,2215
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,20,,,7.913,,,,,,,,,,,,2061,2250
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,31,,,7.903,,,,,,,,,,,,2064,2249
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,46,,,7.894,,,,,,,,,,,,2068,2252
OR1,932,22,1,125.4567,30.7453,2010,7,12,17,46,60,,,7.889,,,,,,,,,,,,2065,2255
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,3,,,8.235,,,,,,,,,,,,1829,2153
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,10,,,8.143,,,,,,,,,,,,1912,2209
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,20,,,7.913,,,,,,,,,,,,2058,2239
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,30,,,7.911,,,,,,,,,,,,2053,2239
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,40,,,7.906,,,,,,,,,,,,2054,2240
OR1,932,21,1,124.6853,31.0423,2010,7,12,23,30,51,,,7.914,,,,,,,,,,,,2046,2241
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,3,,,8.347,,,,,,,,,,,,1709,2040
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,10,,,8.156,,,,,,,,,,,,1891,2189
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,20,,,7.911,,,,,,,,,,,,2046,2244
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,31,,,7.887,,,,,,,,,,,,2053,2247
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,41,,,7.882,,,,,,,,,,,,1998,2253
OR1,932,20,1,123.9262,31.3288,2010,7,13,7,0,45,,,7.882,,,,,,,,,,,,2074,2252
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,3,,,8.08,,,,,,,,,,,,1805,1975
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,6,,,7.911,,,,,,,,,,,,1992,2151
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,10,,,7.835,,,,,,,,,,,,2039,2185
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,15,,,7.801,,,,,,,,,,,,2072,2220
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,20,,,7.793,,,,,,,,,,,,2110,2285
OR1,932,19A,1,122.6655,31.163,2010,7,13,15,55,26,,,7.786,,,,,,,,,,,,2101,2241
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,3,,,8.31,,,,,,,,,,,,1746,2080
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,5,,,8.173,,,,,,,,,,,,1859,2148
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,11,,,7.955,,,,,,,,,,,,2014,2225
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,16,,,7.952,,,,,,,,,,,,2018,2226
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,21,,,7.95,,,,,,,,,,,,2017,2228
OR1,932,19,1,123.1345,31.627,2010,7,13,22,45,35,,,7.95,,,,,,,,,,,,2021,2227
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,2,,,8.325,,,,,,,,,,,,1779,2150
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,5,,,8.11,,,,,,,,,,,,1933,2198
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,10,,,7.999,,,,,,,,,,,,1999,2211
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,20,,,7.984,,,,,,,,,,,,2004,2213
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,30,,,7.97,,,,,,,,,,,,2007,2225
OR1,932,41,1,123.6702,32.5002,2010,7,14,4,40,35,,,7.98,,,,,,,,,,,,2011,2227
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,3,,,8.303,,,,,,,,,,,,1808,2179
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,11,,,8.078,,,,,,,,,,,,1970,2220
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,15,,,8.033,,,,,,,,,,,,1993,2220
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,20,,,7.909,,,,,,,,,,,,2051,2229
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,31,,,7.815,,,,,,,,,,,,2090,2257
OR1,932,40,1,124.3337,32.2328,2010,7,14,8,20,40,,,7.818,,,,,,,,,,,,2092,2250
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,2,,,8.266,,,,,,,,,,,,1826,2185
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,11,,,7.948,,,,,,,,,,,,2038,2241
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,21,,,7.869,,,,,,,,,,,,2079,2256
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,31,,,7.869,,,,,,,,,,,,2079,2266
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,40,,,7.872,,,,,,,,,,,,2074,2267
OR1,932,39,1,124.9992,31.9333,2010,7,14,13,10,46,,,7.867,,,,,,,,,,,,2071,2262
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,2,,,8.254,,,,,,,,,,,,1794,2144
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,11,,,8.198,,,,,,,,,,,,1859,2188
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,25,,,8.083,,,,,,,,,,,,1963,2247
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,50,,,8.044,,,,,,,,,,,,2002,2277
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,74,,,7.936,,,,,,,,,,,,2067,2284
OR1,932,14,1,125.6675,28.4153,2010,7,15,9,26,101,,,7.928,,,,,,,,,,,,2064,2283
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,2,,,8.202,,,,,,,,,,,,1802,2117
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,10,,,8.197,,,,,,,,,,,,1797,2122
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,24,,,8.158,,,,,,,,,,,,1860,2170
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,50,,,8.023,,,,,,,,,,,,2000,2265
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,75,,,7.946,,,,,,,,,,,,2056,2285
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,100,,,7.936,,,,,,,,,,,,2064,2284
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,124,,,7.975,,,,,,,,,,,,2042,2285
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,149,,,7.96,,,,,,,,,,,,2051,2287
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,174,,,7.958,,,,,,,,,,,,2057,2288
OR1,932,12,1,125.1262,27.499,2010,7,15,16,31,199,,,7.933,,,,,,,,,,,,2063,2286
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,3,,,8.134,,,,,,,,,,,,1921,2242
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,11,,,8.148,,,,,,,,,,,,1925,2249
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,25,,,8.146,,,,,,,,,,,,1930,2261
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,50,,,8.126,,,,,,,,,,,,1961,2280
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,75,,,8.063,,,,,,,,,,,,1997,2281
OR1,932,12,2,125.9175,27.2393,2010,7,16,0,10,100,,,7.992,,,,,,,,,,,,2031,2282
OR1,932,11,1,125.357,26.2883,2010,7,16,8,21,75,,,8.068,,,,,,,,,,,,1993,2284
OR1,932,11,1,125.357,26.2883,2010,7,16,8,21,100,,,8.036,,,,,,,,,,,,2004,2285
OR1,932,11,1,125.357,26.2883,2010,7,16,8,21,124,,,8.021,,,,,,,,,,,,2015,2286
OR1,932,11,1,125.357,26.2883,2010,7,16,8,21,150,,,8.007,,,,,,,,,,,,2022,2285
OR1,932,11,1,125.357,26.2883,2010,7,16,8,21,199,,,7.982,,,,,,,,,,,,2033,2281
OR1,932,11,2,125.3805,26.2977,2010,7,16,9,12,3,,,8.129,,,,,,,,,,,,1936,2267
OR1,932,11,2,125.3805,26.2977,2010,7,16,9,12,10,,,8.129,,,,,,,,,,,,1932,2260
OR1,932,11,2,125.3805,26.2977,2010,7,16,9,12,25,,,8.122,,,,,,,,,,,,1945,2270
OR1,932,11,2,125.3805,26.2977,2010,7,16,9,12,50,,,8.109,,,,,,,,,,,,1958,2270
OR1,932,10,1,124.585,26.5827,2010,7,16,14,49,76,,,7.952,,,,,,,,,,,,2051,2288
OR1,932,10,1,124.585,26.5827,2010,7,16,14,49,99,,,7.916,,,,,,,,,,,,2066,2284
OR1,932,10,1,124.585,26.5827,2010,7,16,14,49,125,,,7.919,,,,,,,,,,,,2061,2281
OR1,932,10,1,124.585,26.5827,2010,7,16,14,49,149,,,7.881,,,,,,,,,,,,2084,2284
OR1,932,10,2,124.5873,26.5817,2010,7,16,15,40,2,,,8.18,,,,,,,,,,,,1829,2155
OR1,932,10,2,124.5873,26.5817,2010,7,16,15,40,11,,,8.171,,,,,,,,,,,,1841,2162
OR1,932,10,2,124.5873,26.5817,2010,7,16,15,40,25,,,8.087,,,,,,,,,,,,1948,2248
OR1,932,10,2,124.5873,26.5817,2010,7,16,15,40,50,,,8.014,,,,,,,,,,,,2003,2271
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,3,,,8.171,,,,,,,,,,,,1833,2164
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,10,,,8.163,,,,,,,,,,,,1851,2175
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,25,,,8.129,,,,,,,,,,,,1894,2219
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,50,,,8.055,,,,,,,,,,,,1961,2241
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,75,,,8.039,,,,,,,,,,,,1982,2263
OR1,932,9,1,123.8112,26.8735,2010,7,16,21,15,100,,,7.952,,,,,,,,,,,,2049,2283
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,3,,,8.114,,,,,,,,,,,,1939,2263
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,10,,,8.11,,,,,,,,,,,,1941,2263
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,26,,,8.105,,,,,,,,,,,,1948,2269
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,50,,,8.06,,,,,,,,,,,,1976,2274
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,75,,,7.98,,,,,,,,,,,,2041,2289
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,100,,,7.968,,,,,,,,,,,,2045,2288
OR1,932,33,1,123.174,26.0817,2010,7,17,4,34,110,,,7.97,,,,,,,,,,,,2050,2293
OR1,932,K,1,123.1498,25.083,2010,7,17,12,33,2,,,8.139,,,,,,,,,,,,1911,2240
OR1,932,K,1,123.1498,25.083,2010,7,17,12,33,11,,,8.139,,,,,,,,,,,,1910,2245
OR1,932,K,1,123.1498,25.083,2010,7,17,12,33,25,,,8.141,,,,,,,,,,,,1920,2253
OR1,932,K,1,123.1498,25.083,2010,7,17,12,33,50,,,8.136,,,,,,,,,,,,1936,2269
OR1,932,K,1,123.1498,25.083,2010,7,17,12,33,75,,,8.09,,,,,,,,,,,,1974,2279
OR1,932,K,2,123.1522,25.0855,2010,7,17,13,18,101,,,8.051,,,,,,,,,,,,2003,2293
OR1,932,K,2,123.1522,25.0855,2010,7,17,13,18,125,,,8.014,,,,,,,,,,,,2022,2295
OR1,932,K,2,123.1522,25.0855,2010,7,17,13,18,148,,,8.014,,,,,,,,,,,,2029,2296
OR1,932,K,2,123.1522,25.0855,2010,7,17,13,18,199,,,7.972,,,,,,,,,,,,2047,2293
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,2,,,8.131,,,,,,,,,,,,1919,2249
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,10,,,8.136,,,,,,,,,,,,1916,2255
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,25,,,8.124,,,,,,,,,,,,1922,2261
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,51,,,8.09,,,,,,,,,,,,1961,2285
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,76,,,8.056,,,,,,,,,,,,1994,2299
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,99,,,8.004,,,,,,,,,,,,2016,2289
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,125,,,7.958,,,,,,,,,,,,2047,2285
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,150,,,7.94,,,,,,,,,,,,2059,2290
OR1,932,1A,1,122.678,25.2505,2010,7,17,16,22,199,,,7.918,,,,,,,,,,,,2061,2294
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,3,34.002,,8.101,,,0,0.01,2.1,0.02,0.3,0.24,,,,1923,2234
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,11,,,8.102,,,,,,,,,,,,1923,2237
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,25,,,8.092,,,,,,,,,,,,1931,2240
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,36,,,,,,,,,,,,,,,,
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,50,,,8.003,,,,,,,,,,,,2010,2264
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,75,,,7.977,,,,,,,,,,,,2028,2269
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,100,,,7.905,,,,,,,,,,,,2084,2283
OR1,966,1,2,122.2055,25.8325,2011,7,1,16,5,125,,,7.9,,,,,,,,,,,,2087,2286
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,2,,,8.106,,,,,,,,,,,,1943,2246
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,10,,,8.082,,,,,,,,,,,,1963,2252
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,25,,,8.053,,,,,,,,,,,,1980,2261
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,28,,,,,,,,,,,,,,,,
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,50,,,8.009,,,,,,,,,,,,2008,2270
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,74,,,7.964,,,,,,,,,,,,2052,2290
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,100,,,7.954,,,,,,,,,,,,2053,2290
OR1,966,1A,1,122.6775,25.25,2011,7,1,19,22,125,,,7.927,,,,,,,,,,,,2068,2287
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,2,34.005,,8.026,,,0,0,1.7,0,0.3,0.139,,,,1910,2242
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,10,,,8.133,,,,,,,,,,,,1915,2239
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,26,,,8.129,,,,,,,,,,,,1937,2260
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,43,,,,,,,,,,,,,,,,
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,50,,,8.121,,,,,,,,,,,,1981,2285
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,75,,,8.085,,,,,,,,,,,,1994,2289
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,100,,,,,,,,,,,,,,,,
OR1,966,K,1,123.15,25.0843,2011,7,1,22,56,125,,,8.07,,,,,,,,,,,,2020,2290
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,2,33.996,,8.099,,,0,0,1.8,0,0.2,0.234,,,,1929,2228
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,10,,,8.102,,,,,,,,,,,,1940,2237
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,25,,,8.075,,,,,,,,,,,,1969,2256
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,28,,,,,,,,,,,,,,,,
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,49,,,8.026,,,,,,,,,,,,2010,2274
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,75,,,7.95,,,,,,,,,,,,2052,2281
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,100,,,7.92,,,,,,,,,,,,2071,2285
OR1,966,33A,1,123.1668,26.0835,2011,7,2,4,57,104,,,7.923,,,,,,,,,,,,2071,2283
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,2,34.022,,8.104,,,0.2,0,3.2,0.01,0.7,0.241,,,,1939,2232
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,11,,,8.099,,,,,,,,,,,,1943,2241
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,30,,,,,,,,,,,,,,,,
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,35,,,,,,,,,,,,,,,,
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,50,,,7.976,,,,,,,,,,,,2048,2284
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,75,,,7.969,,,,,,,,,,,,2056,2289
OR1,966,9,3,123.8127,26.875,2011,7,2,12,20,99,,,7.938,,,,,,,,,,,,2067,2287
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,2,33.997,,8.111,,,0,0,1.5,0,0.1,0.168,,,,1940,2243
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,10,,,8.116,,,,,,,,,,,,1937,2249
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,24,,,8.113,,,,,,,,,,,,1943,2258
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,43,,,,,,,,,,,,,,,,
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,50,,,8.023,,,,,,,,,,,,2020,2275
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,74,,,7.989,,,,,,,,,,,,2039,2257
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,99,,,7.964,,,,,,,,,,,,2052,2286
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,123,,,7.928,,,,,,,,,,,,2068,2288
OR1,966,10,2,124.5835,26.5835,2011,7,2,19,28,143,,,7.927,,,,,,,,,,,,2071,2288
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,3,33.927,,8.116,,,0,0,2,0,0.2,0.163,,,,1930,2240
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,11,,,8.116,,,,,,,,,,,,1932,2237
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,26,,,8.121,,,,,,,,,,,,1944,2257
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,50,,,8.113,,,,,,,,,,,,1958,2283
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,75,,,8.116,,,,,,,,,,,,1968,2292
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,100,,,8.074,,,,,,,,,,,,1991,2288
OR1,966,11,2,125.3547,26.2923,2011,7,3,1,3,125,,,8.035,,,,,,,,,,,,2014,2293
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,1,34.092,,8.099,,,0,0,2.4,0,0.1,0.192,,,,1937,2240
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,10,,,8.096,,,,,,,,,,,,1936,2240
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,30,,,8.082,,,,,,,,,,,,1953,2252
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,49,,,8.065,,,,,,,,,,,,1946,2255
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,55,,,,,,,,,,,,,,,,
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,75,,,7.938,,,,,,,,,,,,2051,2283
OR1,966,12,2,125.1257,27.5,2011,7,3,8,45,95,,,7.928,,,,,,,,,,,,2061,2282
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,3,34.064,,8.102,,,0,0,2.5,0,0.2,0.149,,,,1953,2251
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,11,,,8.102,,,,,,,,,,,,1947,2240
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,26,,,8.094,,,,,,,,,,,,1938,2238
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,49,,,8.085,,,,,,,,,,,,1956,2254
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,55,,,,,,,,,,,,,,,,
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,75,,,8.001,,,,,,,,,,,,2019,2278
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,99,,,7.952,,,,,,,,,,,,2043,2282
OR1,966,13,1,126.4375,28.1255,2011,7,3,17,31,124,,,7.922,,,,,,,,,,,,2057,2285
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,2,33.987,,8.094,,,0,0,2.3,0,0.6,0.14,,,,1937,2237
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,10,,,8.102,,,,,,,,,,,,1938,2247
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,25,,,8.101,,,,,,,,,,,,1948,2255
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,40,,,,,,,,,,,,,,,,
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,51,,,,,,,,,,,,,,,,
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,75,,,8.04,,,,,,,,,,,,2002,2281
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,101,,,8.014,,,,,,,,,,,,2015,2286
OR1,966,26A,1,127.2997,28.9497,2011,7,4,23,31,123,,,7.962,,,,,,,,,,,,2042,2279
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,1,33.855,,8.102,,,0.1,0.03,3,0.01,0.5,0.154,,,,1930,2239
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,10,,,8.102,,,,,,,,,,,,1927,2239
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,24,,,8.101,,,,,,,,,,,,1931,2243
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,51,,,8.082,,,,,,,,,,,,1941,2243
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,61,,,,,,,,,,,,,,,,
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,74,,,8.004,,,,,,,,,,,,2015,2287
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,100,,,7.964,,,,,,,,,,,,2054,2286
OR1,966,25,1,127.7717,29.8752,2011,7,4,5,58,124,,,7.943,,,,,,,,,,,,2065,2283
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,3,33.464,,8.111,,,0,0.02,3.5,0.01,0.1,0.265,,,,1938,2236
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,10,,,8.111,,,,,,,,,,,,1942,2235
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,30,,,8.069,,,,,,,,,,,,1964,2247
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,36,,,,,,,,,,,,,,,,
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,50,,,7.927,,,,,,,,,,,,2059,2279
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,75,,,7.905,,,,,,,,,,,,2072,2281
OR1,966,24,1,127.0003,30.1658,2011,7,4,13,25,94,,,7.901,,,,,,,,,,,,2069,2279
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,2,32.646,,8.126,,,0.1,0.07,9.5,0.02,0.5,0.395,,,,1993,2233
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,11,,,8.114,,,,,,,,,,,,1943,2239
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,19,,,7.952,,,,,,,,,,,,2040,2257
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,26,,,,,,,,,,,,,,,,
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,30,,,7.927,,,,,,,,,,,,2055,2264
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,48,,,7.867,,,,,,,,,,,,2082,2272
OR1,966,23,2,126.2293,30.4582,2011,7,4,20,13,74,,,7.871,,,,,,,,,,,,2087,2278
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,2,31.672,,8.136,,,1.9,0.12,12,0.08,0.2,2.856,,,,1932,2236
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,10,,,8.096,,,,,,,,,,,,1959,2251
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,17,,,,,,,,,,,,,,,,
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,20,,,7.927,,,,,,,,,,,,2049,2257
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,30,,,7.918,,,,,,,,,,,,2050,2269
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,45,,,7.925,,,,,,,,,,,,2053,2271
OR1,966,22,1,125.459,30.7503,2011,7,5,1,33,60,,,7.918,,,,,,,,,,,,2057,2274
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,3,29.291,,8.172,,,9.6,0.05,14.2,0.45,1.1,0.782,,,,1889,2204
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,11,,,8.102,,,,,,,,,,,,1945,2244
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,21,,,7.942,,,,,,,,,,,,2050,2263
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,22,,,,,,,,,,,,,,,,
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,31,,,7.879,,,,,,,,,,,,2083,2270
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,39,,,7.879,,,,,,,,,,,,2080,2282
OR1,966,21,1,124.6875,31.0417,2011,7,5,6,26,45,,,7.876,,,,,,,,,,,,2096,2274
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,3,27.857,,8.231,,,12.4,0.14,12.2,0.6,1.2,0.754,,,,1879,2189
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,11,,,8.192,,,,,,,,,,,,1912,2215
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,20,,,7.925,,,,,,,,,,,,2062,2262
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,30,,,7.923,,,,,,,,,,,,2056,2264
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,40,,,7.92,,,,,,,,,,,,2057,2259
OR1,966,20,3,123.9168,31.3333,2011,7,5,12,44,45,,,7.925,,,,,,,,,,,,2053,2261
