ship,cruise,station,cast,longitude,latitude,year,month,day,timehr,timemin,depth,sala,phnbs,phtotal,domm(uM),doml(ml//),ntra(uM),phos(uM),slca(uM),ntri(uM),amon,chla,poc,pon,doc,dic,NTA(mol/kg)
OR1,191,1,1,123,26.4167,1988,12,18,23,50,0,34.382,8.248,,214.3728,4.8,0.1,,,,,,,,,,2317
OR1,191,1,1,123,26.4167,1988,12,18,23,50,4,34.385,8.248,,215.71263,4.83,0.1,,,,,,,,,,2317
OR1,191,1,1,123,26.4167,1988,12,18,23,50,24,34.412,8.251,,219.73212,4.92,0.2,,,,,,,,,,2309
OR1,191,1,1,123,26.4167,1988,12,18,23,50,51,34.464,8.245,,216.60585,4.85,0.4,,2.9,,,,,,,,2306
OR1,191,1,1,123,26.4167,1988,12,18,23,50,74,34.435,8.231,,213.03297,4.77,1.1,0.3,10.3,,,,,,,,2304
OR1,191,1,1,123,26.4167,1988,12,18,23,50,100,34.565,8.139,,167.47875,3.75,6.9,0.63,10.7,,,,,,,,2304
OR1,191,2,1,123,26.25,1988,12,19,1,40,0,34.669,8.256,,214.3728,4.8,0.1,,,,,,,,,,2317
OR1,191,2,1,123,26.25,1988,12,19,1,40,4,34.67,8.256,,214.3728,4.8,0.1,,,,,,,,,,2318
OR1,191,2,1,123,26.25,1988,12,19,1,40,25,34.675,8.261,,214.3728,4.8,0.3,,,,,,,,,,2298
OR1,191,2,1,123,26.25,1988,12,19,1,40,50,34.675,8.257,,212.13975,4.75,0.4,,2.9,,,,,,,,2293
OR1,191,2,1,123,26.25,1988,12,19,1,40,75,34.654,8.248,,208.56687,4.67,0.8,,4.1,,,,,,,,2311
OR1,191,2,1,123,26.25,1988,12,19,1,40,102,34.556,8.141,,172.39146,3.86,6.1,0.58,5.6,,,,,,,,2301
OR1,191,3,1,123,26.0833,1988,12,19,2,50,0,34.391,8.252,,214.3728,4.8,0.1,,,,,,,,,,2314
OR1,191,3,1,123,26.0833,1988,12,19,2,50,4,34.403,8.252,,214.3728,4.8,0.3,,,,,,,,,,2313
OR1,191,3,1,123,26.0833,1988,12,19,2,50,25,34.459,8.252,,214.3728,4.8,0.5,,,,,,,,,,2294
OR1,191,3,1,123,26.0833,1988,12,19,2,50,50,34.533,8.251,,214.3728,4.8,0.7,,2.1,,,,,,,,2294
OR1,191,3,1,123,26.0833,1988,12,19,2,50,74,34.62,8.26,,210.35331,4.71,0.9,,3.8,,,,,,,,2291
OR1,191,3,1,123,26.0833,1988,12,19,2,50,100,34.676,8.209,,186.68298,4.18,3.1,0.32,4.7,,,,,,,,2295
OR1,191,4,1,123,25.9167,1988,12,19,4,30,0,34.467,8.244,,221.07195,4.95,1,,,,,,,,,,2299
OR1,191,4,1,123,25.9167,1988,12,19,4,30,4,34.467,8.248,,218.39229,4.89,1,,,,,,,,,,2295
OR1,191,4,1,123,25.9167,1988,12,19,4,30,25,34.468,8.243,,216.60585,4.85,1,,,,,,,,,,2298
OR1,191,4,1,123,25.9167,1988,12,19,4,30,50,34.506,8.239,,209.46009,4.69,1,,2.2,,,,,,,,2306
OR1,191,4,1,123,25.9167,1988,12,19,4,30,76,34.543,8.233,,205.88721,4.61,1,,3.2,,,,,,,,2292
OR1,191,4,1,123,25.9167,1988,12,19,4,30,101,34.63,8.185,,179.98383,4.03,4.5,0.39,5.2,,,,,,,,2307
OR1,191,5,1,123,25.75,1988,12,19,6,10,0,34.515,8.259,,210.35331,4.71,0.3,,,,,,,,,,2304
OR1,191,5,1,123,25.75,1988,12,19,6,10,4,34.516,8.258,,212.13975,4.75,0.4,,,,,,,,,,2299
OR1,191,5,1,123,25.75,1988,12,19,6,10,25,34.521,8.245,,214.3728,4.8,0.4,,,,,,,,,,2307
OR1,191,5,1,123,25.75,1988,12,19,6,10,51,34.53,8.25,,208.56687,4.67,0.6,,,,,,,,,,2300
OR1,191,5,1,123,25.75,1988,12,19,6,10,75,34.563,8.252,,204.54738,4.58,0.6,,3,,,,,,,,2293
OR1,191,5,1,123,25.75,1988,12,19,6,10,101,34.564,8.171,,180.43044,4.04,3.7,0.44,4.6,,,,,,,,2293
OR1,191,5,1,123,25.75,1988,12,19,6,10,148,34.658,8.125,,165.2457,3.7,6.9,0.54,6.2,,,,,,,,2300
OR1,191,6,1,123,25.5833,1988,12,19,10,30,0,34.532,8.255,,215.26602,4.82,0.2,,,,,,,,,,2310
OR1,191,6,1,123,25.5833,1988,12,19,10,30,4,34.532,8.251,,210.35331,4.71,0.4,,,,,,,,,,2298
OR1,191,6,1,123,25.5833,1988,12,19,10,30,24,34.532,8.255,,210.35331,4.71,0.4,,,,,,,,,,2290
OR1,191,6,1,123,25.5833,1988,12,19,10,30,52,34.558,8.249,,205.4406,4.6,0.7,,,,,,,,,,2294
OR1,191,6,1,123,25.5833,1988,12,19,10,30,73,34.561,8.254,,202.31433,4.53,0.7,,,,,,,,,,2295
OR1,191,6,1,123,25.5833,1988,12,19,10,30,100,34.567,8.243,,199.63467,4.47,0.9,,1.4,,,,,,,,2295
OR1,191,6,1,123,25.5833,1988,12,19,10,30,149,34.614,8.157,,177.30417,3.97,1.1,,6.5,,,,,,,,2290
OR1,191,6,1,123,25.5833,1988,12,19,10,30,200,34.627,8.097,,163.01265,3.65,5,0.43,8.5,,,,,,,,2302
OR1,191,6,1,123,25.5833,1988,12,19,10,30,402,34.416,7.86,,132.64317,2.97,20.9,1.41,44.9,,,,,,,,2337
OR1,191,6,1,123,25.5833,1988,12,19,10,30,682,34.406,7.663,,,,31.2,2.79,77.5,,,,,,,,2382
OR1,191,7,1,123,25.4167,1988,12,19,12,10,0,34.728,8.259,,217.05246,4.86,0.1,,,,,,,,,,2299
OR1,191,7,1,123,25.4167,1988,12,19,12,10,4,34.728,8.258,,217.49907,4.87,0.1,,,,,,,,,,2296
OR1,191,7,1,123,25.4167,1988,12,19,12,10,26,34.728,8.26,,217.05246,4.86,0.2,,,,,,,,,,2294
OR1,191,7,1,123,25.4167,1988,12,19,12,10,49,34.729,8.261,,212.13975,4.75,0.3,,,,,,,,,,2299
OR1,191,7,1,123,25.4167,1988,12,19,12,10,74,34.729,8.26,,208.12026,4.66,0.4,,,,,,,,,,2292
OR1,191,7,1,123,25.4167,1988,12,19,12,10,100,34.73,8.261,,205.4406,4.6,0.8,,1.3,,,,,,,,2292
OR1,191,7,1,123,25.4167,1988,12,19,12,10,149,34.73,8.255,,202.76094,4.54,1,0.3,1.8,,,,,,,,2295
OR1,191,7,1,123,25.4167,1988,12,19,12,10,201,34.726,8.158,,186.68298,4.18,4.7,0.38,9.4,,,,,,,,2304
OR1,191,7,1,123,25.4167,1988,12,19,12,10,404,34.39,7.871,,141.57537,3.17,20.6,1.14,42.6,,,,,,,,2340
OR1,191,7,1,123,25.4167,1988,12,19,12,10,702,34.386,7.667,,,,32.2,2.42,88.3,,,,,,,,2394
OR1,191,7,1,123,25.4167,1988,12,19,12,10,1002,34.397,7.611,,,,35.4,2.9,101.2,,,,,,,,2412
OR1,191,8,1,123,25.25,1988,12,19,14,20,0,34.482,8.248,,215.26602,4.82,,,,,,,,,,,2295
OR1,191,8,1,123,25.25,1988,12,19,14,20,4,34.528,8.243,,214.3728,4.8,,,,,,,,,,,2295
OR1,191,8,1,123,25.25,1988,12,19,14,20,25,34.534,8.268,,212.13975,4.75,0.1,,,,,,,,,,
OR1,191,8,1,123,25.25,1988,12,19,14,20,49,34.539,8.265,,210.35331,4.71,0.2,,,,,,,,,,2298
OR1,191,8,1,123,25.25,1988,12,19,14,20,75,34.549,8.263,,205.88721,4.61,0.3,,,,,,,,,,2296
OR1,191,8,1,123,25.25,1988,12,19,14,20,100,34.565,8.263,,203.65416,4.56,0.4,,1,,,,,,,,2294
OR1,191,8,1,123,25.25,1988,12,19,14,20,152,34.704,8.26,,203.65416,4.56,1.2,,1.8,,,,,,,,2295
OR1,191,8,1,123,25.25,1988,12,19,14,20,202,34.686,8.153,,175.51773,3.93,3.9,0.41,9.5,,,,,,,,2294
OR1,191,8,1,123,25.25,1988,12,19,14,20,400,34.44,7.885,,139.78893,3.13,20.2,1.17,40.3,,,,,,,,2330
OR1,191,8,1,123,25.25,1988,12,19,14,20,699,34.424,7.674,,,,33.2,2.19,78.7,,,,,,,,2380
OR1,191,8,1,123,25.25,1988,12,19,14,20,1000,34.429,7.618,,,,35.1,2.82,90.7,,,,,,,,2401
OR1,191,8,1,123,25.25,1988,12,19,14,20,1202,34.435,7.615,,,,36.2,2.91,92.8,,,,,,,,2404
OR1,191,8,1,123,25.25,1988,12,19,14,20,1393,,7.615,,,,36.2,3,100.5,,,,,,,,2413
OR1,191,9,1,123,25.0833,1988,12,19,19,50,0,34.683,8.26,,217.05246,4.86,,,,,,,,,,,2317
OR1,191,9,1,123,25.0833,1988,12,19,19,50,4,34.682,8.257,,213.47958,4.78,,,,,,,,,,,2313
OR1,191,9,1,123,25.0833,1988,12,19,19,50,26,34.683,8.262,,211.69314,4.74,,,,,,,,,,,2291
OR1,191,9,1,123,25.0833,1988,12,19,19,50,52,34.684,8.258,,206.33382,4.62,0.2,,,,,,,,,,2306
OR1,191,9,1,123,25.0833,1988,12,19,19,50,77,34.684,8.257,,203.20755,4.55,0.3,,,,,,,,,,2298
OR1,191,9,1,123,25.0833,1988,12,19,19,50,101,34.685,8.262,,202.31433,4.53,0.3,,1,,,,,,,,2295
OR1,191,9,1,123,25.0833,1988,12,19,19,50,149,34.753,8.211,,199.63467,4.47,1.7,,1.6,,,,,,,,2293
OR1,191,9,1,123,25.0833,1988,12,19,19,50,201,34.838,8.17,,178.19739,3.99,3.6,0.42,8.4,,,,,,,,2297
OR1,191,9,1,123,25.0833,1988,12,19,19,50,400,34.432,7.912,,143.80842,3.22,18.7,1.17,33.7,,,,,,,,2326
OR1,191,9,1,123,25.0833,1988,12,19,19,50,703,34.403,7.677,,,,30.2,2.16,76.7,,,,,,,,2377
OR1,191,9,1,123,25.0833,1988,12,19,19,50,1002,34.404,7.615,,,,35.2,2.74,103.3,,,,,,,,2402
OR1,191,9,1,123,25.0833,1988,12,19,19,50,1199,34.423,7.592,,,,36.8,2.9,102.5,,,,,,,,2412
OR1,191,9,1,123,25.0833,1988,12,19,19,50,1402,34.393,7.592,,,,36.9,2.99,104.5,,,,,,,,2411
OR1,191,10,1,123,24.9167,1988,12,19,23,10,0,34.642,8.259,,215.26602,4.82,0.1,,,,,,,,,,2305
OR1,191,10,1,123,24.9167,1988,12,19,23,10,4,34.646,8.263,,214.81941,4.81,0.1,,,,,,,,,,2304
OR1,191,10,1,123,24.9167,1988,12,19,23,10,26,34.666,8.263,,213.03297,4.77,0.1,,,,,,,,,,2300
OR1,191,10,1,123,24.9167,1988,12,19,23,10,51,34.668,8.263,,209.9067,4.7,0.1,,1.7,,,,,,,,2297
OR1,191,10,1,123,24.9167,1988,12,19,23,10,75,34.686,8.264,,205.88721,4.61,0.2,,1.5,,,,,,,,2299
OR1,191,10,1,123,24.9167,1988,12,19,23,10,102,34.695,8.262,,204.99399,4.59,0.4,,1.6,,,,,,,,2302
OR1,191,10,1,123,24.9167,1988,12,19,23,10,151,34.872,8.197,,181.32366,4.06,1.7,,6.1,,,,,,,,2295
OR1,191,10,1,123,24.9167,1988,12,19,23,10,201,34.812,8.142,,181.77027,4.07,4.6,0.32,6.8,,,,,,,,2296
OR1,191,10,1,123,24.9167,1988,12,19,23,10,401,34.459,7.944,,160.33299,3.59,17,0.9,30.4,,,,,,,,2319
OR1,191,10,1,123,24.9167,1988,12,19,23,10,700,34.416,7.678,,,,33.7,1.81,83.3,,,,,,,,2382
OR1,191,10,1,123,24.9167,1988,12,19,23,10,1002,34.413,7.607,,,,34,2.34,99.2,,,,,,,,2404
OR1,191,10,1,123,24.9167,1988,12,19,23,10,1200,34.41,7.589,,,,35.6,2.52,102.6,,,,,,,,2414
OR1,191,10,1,123,24.9167,1988,12,19,23,10,1398,34.406,7.589,,,,35.9,2.71,103.8,,,,,,,,2411
OR1,191,10,1,123,24.9167,1988,12,19,23,10,1703,,7.601,,,,36.9,2.92,104.9,,,,,,,,2416
OR1,191,11,1,123,24.75,1988,12,20,2,20,0,34.609,8.261,,214.81941,4.81,0.1,,,,,,,,,,2304
OR1,191,11,1,123,24.75,1988,12,20,2,20,4,34.609,8.261,,214.81941,4.81,0.1,,,,,,,,,,2298
OR1,191,11,1,123,24.75,1988,12,20,2,20,26,34.643,8.261,,213.03297,4.77,0.1,,,,,,,,,,2295
OR1,191,11,1,123,24.75,1988,12,20,2,20,50,34.644,8.261,,209.01348,4.68,0.2,,1.4,,,,,,,,2302
OR1,191,11,1,123,24.75,1988,12,20,2,20,75,34.665,8.265,,206.78043,4.63,0.2,,1.4,,,,,,,,2295
OR1,191,11,1,123,24.75,1988,12,20,2,20,100,34.696,8.259,,201.86772,4.52,0.6,,1.6,,,,,,,,2300
OR1,191,11,1,123,24.75,1988,12,20,2,20,151,34.829,8.182,,180.87705,4.05,2.8,,6.3,,,,,,,,2296
OR1,191,11,1,123,24.75,1988,12,20,2,20,202,34.818,8.142,,182.21688,4.08,4.1,0.4,7.1,,,,,,,,2300
OR1,191,11,1,123,24.75,1988,12,20,2,20,401,34.469,8.118,,176.41095,3.95,12.9,0.68,17.5,,,,,,,,2318
OR1,191,11,1,123,24.75,1988,12,20,2,20,700,34.413,7.679,,,,34.3,1.58,68.3,,,,,,,,2382
OR1,191,11,1,123,24.75,1988,12,20,2,20,1001,34.405,7.633,,,,39.5,2.35,97,,,,,,,,2394
OR1,191,11,1,123,24.75,1988,12,20,2,20,1200,34.417,7.581,,,,37.2,2.67,101.9,,,,,,,,2422
OR1,191,11,1,123,24.75,1988,12,20,2,20,1400,,7.515,,,,37,2.91,102.2,,,,,,,,2413
OR1,191,12,1,123,24.5833,1988,12,20,6,10,0,34.701,8.26,,213.03297,4.77,0.2,,,,,,,,,,2304
OR1,191,12,1,123,24.5833,1988,12,20,6,10,4,34.702,8.26,,213.03297,4.77,0.2,,,,,,,,,,2307
OR1,191,12,1,123,24.5833,1988,12,20,6,10,26,34.706,8.259,,213.47958,4.78,0.3,,,,,,,,,,2304
OR1,191,12,1,123,24.5833,1988,12,20,6,10,52,34.711,8.259,,209.46009,4.69,0.6,,1.2,,,,,,,,2300
OR1,191,12,1,123,24.5833,1988,12,20,6,10,74,34.718,8.259,,206.33382,4.62,0.7,,1.4,,,,,,,,2297
OR1,191,12,1,123,24.5833,1988,12,20,6,10,102,34.765,8.236,,193.82874,4.34,1,,1.8,,,,,,,,2297
OR1,191,12,1,123,24.5833,1988,12,20,6,10,152,34.878,8.182,,182.21688,4.08,2.7,,5.1,,,,,,,,2295
OR1,191,12,1,123,24.5833,1988,12,20,6,10,201,34.849,8.153,,183.55671,4.11,3.3,0.43,5.9,,,,,,,,2297
OR1,191,12,1,123,24.5833,1988,12,20,6,10,399,34.48,7.983,,171.49824,3.84,12.7,0.74,19.5,,,,,,,,2290
OR1,191,12,1,123,24.5833,1988,12,20,6,10,702,34.404,7.693,,,,30.2,1.73,64.7,,,,,,,,2362
OR1,204,16,1,120,22,1989,4,9,,,2,,,,,,,,,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,50,,,,,,,,1.7,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,100,,,,,,6.3,,7.5,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,200,,,,,,15.1,,19.3,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,400,,,,,,25.4,0.5,47.7,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,600,,,,,,32,1.7,75.9,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,800,,,,,,36.4,1.9,95.2,,,,,,,,
OR1,204,16,1,120,22,1989,4,9,,,1000,,,,,,38.3,2.1,119.8,,,,,,,,
OR1,204,17,1,119.6667,22,1989,4,10,,,2,,8.391,,215.71263,4.83,0,0,,,,0.422,,,,,2317
OR1,204,17,1,119.6667,22,1989,4,10,,,25,,8.378,,221.96517,4.97,0,0,1.8,,,0.422,,,,,2320
OR1,204,17,1,119.6667,22,1989,4,10,,,75,,8.375,,193.82874,4.34,2.7,0,5.6,,,0.96,,,,,2323
OR1,204,17,1,119.6667,22,1989,4,10,,,100,,8.259,,166.58553,3.73,9.1,0.4,11.7,,,0.56,,,,,2334
OR1,204,17,1,119.6667,22,1989,4,10,,,300,,8.012,,200.9745,4.5,20.8,1.1,32,,,0.173,,,,,2345
OR1,204,17,1,119.6667,22,1989,4,10,,,500,,7.864,,173.28468,3.88,31.1,1.7,71,,,0.127,,,,,2367
OR1,204,17,1,119.6667,22,1989,4,10,,,700,,7.836,,146.48808,3.28,35.1,1.9,95.8,,,0.118,,,,,2388
OR1,204,17,1,119.6667,22,1989,4,10,,,1000,,7.813,,,,37.7,2.1,116.6,,,0.112,,,,,2417
OR1,204,17,1,119.6667,22,1989,4,10,,,1200,,7.824,,,,39.5,2.1,127,,,0.131,,,,,2441
OR1,204,17,1,119.6667,22,1989,4,10,,,1500,,7.817,,,,39.9,2.1,128.5,,,0.148,,,,,2449
OR1,204,17,1,119.6667,22,1989,4,10,,,1700,,7.819,,,,41.3,2.1,141.1,,,0.146,,,,,2455
OR1,204,17,1,119.6667,22,1989,4,10,,,2000,,7.81,,,,41.6,2.2,146.3,,,0.121,,,,,2471
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,2,,8.421,,215.26602,4.82,,,,,,0.517,,,,,2319
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,25,,8.377,,216.15924,4.84,0.9,,2.5,,,0.38,,,,,2316
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,75,,8.292,,188.91603,4.23,5.8,,3.5,,,0.433,,,,,2317
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,100,,8.24,,205.4406,4.6,8.8,,7.3,,,0.261,,,,,2327
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,200,,8.155,,175.07112,3.92,13,,17.8,,,0.422,,,,,2331
OR1,204,18,1,120.6833,21.9667,1989,4,10,,,280,,8.068,,172.83807,3.87,20.3,0.5,33.6,,,0.194,,,,,2339
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,0,,8.403,,228.66432,5.12,,,,,,0.327,,,,,2318
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,25,,8.39,,247.86855,5.55,,,,,,0.411,,,,,2317
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,50,,8.382,,215.71263,4.83,0.2,,1.7,,,1.57,,,,,2316
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,75,,8.32,,,,3,,2.8,,,1.06,,,,,2315
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,100,,8.26,,184.44993,4.13,5.9,,5.7,,,0.496,,,,,2320
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,200,,8.19,,180.87705,4.05,11.2,,11.7,,,0.149,,,,,2331
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,300,,8.045,,177.75078,3.98,20.1,0.4,33.6,,,0.125,,,,,2341
OR1,204,19,1,120.5333,21.9333,1989,4,10,,,400,,7.97,,154.08045,3.45,26.3,0.7,50.6,,,0.154,,,,,2350
OR1,237,2,1,122,26,1989,12,17,21,49,0,,8.263,,218.39229,4.89,0,0,0,,,,,,,2313.803376,2298
OR1,237,2,1,122,26,1989,12,17,21,49,4,,8.277,,218.39229,4.89,0,0,0,,,,,,,,2295
OR1,237,2,1,122,26,1989,12,17,21,49,24,,8.271,,222.85839,4.99,0,0,0,,,,,,,,2292
OR1,237,2,1,122,26,1989,12,17,21,49,49,,8.251,,217.05246,4.86,1,0,0,,,,,,,,2295
OR1,237,2,1,122,26,1989,12,17,21,49,76,,8.203,,203.20755,4.55,4,0,3.6,,,,,,,,2292
OR1,237,2,1,122,26,1989,12,17,21,49,90,,8.135,,198.29484,4.44,4.4,0.32,5.4,,,,,,,,2289
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,0,,8.277,,221.07195,4.95,0,0,0,,,,,,,,2301
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,4,,8.279,,221.07195,4.95,0,0,0,,,,,,,,2289
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,24,,8.27,,220.62534,4.94,0,0,0,,,,,,,,2290
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,51,,8.251,,218.8389,4.9,0,0,0,,,,,,,,2289
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,74,,8.207,,204.99399,4.59,0.6,0,0.8,,,,,,,,2292
OR1,237,3,1,122.0333,25.85,1989,12,17,21,49,90,,8.135,,200.08128,4.48,2,0,4.3,,,,,,,,2294
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,0,,8.264,,228.66432,5.12,1.5,0,0,,,,,,,,2294
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,4,,8.263,,228.66432,5.12,1.8,0,2.1,,,,,,,,2294
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,24,,8.218,,229.11093,5.13,2.7,0,3.1,,,,,,,,2292
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,50,,8.202,,218.39229,4.89,3.7,0,4.5,,,,,,,,2292
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,76,,8.158,,203.20755,4.55,6.1,0.32,6.4,,,,,,,,2294
OR1,237,5,1,122.185,25.6833,1989,12,18,2,38,100,,8.132,,198.74145,4.45,6.3,0.34,10,,,,,,,,2295
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,0,,8.223,,226.87788,5.08,2.1,0,2,,,,,,,,2297
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,4,,8.222,,226.43127,5.07,2.3,0,3.5,,,,,,,,2300
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,31,,8.201,,217.94568,4.88,3.7,0,4.3,,,,,,,,2300
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,56,,8.13,,207.22704,4.64,7.5,0.41,8.6,,,,,,,,2307
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,81,,8.11,,193.38213,4.33,8.6,0.51,10.8,,,,,,,,2307
OR1,237,7,1,122.3,25.5667,1989,12,18,4,42,106,,8.097,,190.70247,4.27,9.2,0.53,14.8,,,,,,,,2306
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,0,,8.28,,218.8389,4.9,0,0,0,,,,,,,,2294
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,4,,8.278,,218.8389,4.9,0,0,0,,,,,,,,2290
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,25,,8.27,,218.8389,4.9,0.1,0,0.4,,,,,,,,2291
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,51,,8.246,,217.05246,4.86,1,0,2.1,,,,,,,,2296
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,74,,8.198,,214.81941,4.81,3.9,0,4.1,,,,,,,,2298
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,101,,8.18,,195.61518,4.38,4,0,6.4,,,,,,,,2297
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,149,,8.145,,186.23637,4.17,7,0.44,9.7,,,,,,,,2302
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,200,,8.082,,179.09061,4.01,11,0.71,14.1,,,,,,,,2302
OR1,237,9,1,122.4167,25.4333,1989,12,18,8,1,251,,8.062,,177.75078,3.98,13.7,0.85,13.3,,,,,,,,2305
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,0,,8.275,,217.05246,4.86,0,0,0,,,,,,,,2289
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,4,,8.277,,217.05246,4.86,0,0,0,,,,,,,,2290
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,25,,8.249,,218.8389,4.9,0.3,0,1.3,,,,,,,,2285
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,50,,8.202,,209.9067,4.7,3.2,0,4.5,,,,,,,,2290
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,75,,8.193,,192.48891,4.31,3.9,0,4.7,,,,,,,,2289
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,99,,8.146,,192.48891,4.31,5.4,0,6.7,,,,,,,,2294
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,149,,8.131,,183.55671,4.11,9.1,0.41,11.8,,,,,,,,2297
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,202,,8.065,,179.98383,4.03,10.9,0.52,15.5,,,,,,,,2310
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,251,,8.06,,174.62451,3.91,13.5,0.78,16.1,,,,,,,,2312
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,300,,7.991,,170.60502,3.82,13.5,0.97,16.6,,,,,,,,2315
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,401,,7.99,,158.54655,3.55,15.6,1.12,22.7,,,,,,,,2320
OR1,237,10,1,122.4667,25.3667,1989,12,18,9,5,450,,7.917,,156.3135,3.5,19.8,1.31,31.5,,,,,,,,2326
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,0,,8.295,,213.92619,4.79,0,0,0,,,,,,,,2292
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,4,,8.293,,213.92619,4.79,0,0,0,,,,,,,,2292
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,31,,8.288,,217.05246,4.86,0,0,0,,,,,,,,2290
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,52,,8.28,,217.05246,4.86,0.1,0,0,,,,,,,,2291
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,76,,8.262,,217.05246,4.86,0.4,0,0,,,,,,,,2291
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,103,,8.26,,206.78043,4.63,0.8,0,1.3,,,,,,,,2294
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,150,,8.18,,192.48891,4.31,3.5,0,3.9,,,,,,,,2297
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,199,,8.145,,188.91603,4.23,5.1,0.32,5.5,,,,,,,,2297
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,253,,8.101,,184.00332,4.12,8.8,0.57,6.9,,,,,,,,2300
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,301,,7.971,,192.48891,4.31,12.7,0.72,15.5,,,,,,,,2306
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,350,,7.955,,185.34315,4.15,16.3,0.96,17.1,,,,,,,,2308
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,399,,7.947,,161.67282,3.62,18.5,1.16,20.1,,,,,,,,2321
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,450,,7.903,,147.82791,3.31,21.5,1.19,29.3,,,,,,,,2331
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,499,,7.8,,131.74995,2.95,25.4,1.34,45.9,,,,,,,,2342
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,601,,7.737,,108.97284,2.44,30.8,1.72,65.7,,,,,,,,2371
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,701,,7.7,,94.23471,2.11,34.2,1.78,85.7,,,,,,,,2383
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,801,,7.686,,86.64234,1.94,35,1.96,90.6,,,,,,,,2388
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,1001,,7.672,,78.60336,1.76,36.3,2.15,101.9,,,,,,,,2399
OR1,237,12,1,122.7,25.15,1989,12,18,15,40,1201,,7.672,,72.79743,1.63,37.5,2.21,102.1,,,,,,,,2402
OR1,237,13,1,122.8167,25,1989,12,18,18,8,0,,8.289,,221.07195,4.95,0,0,0,,,,,,,,2292
